id	sentence1	sentence2	is_duplicate
222739 7db79667-96ed-47fd-ac5c-eea99b8c14f0	Which bonds should I invest in?	What are the best bonds to invest in?	1.0
122332 97618919-7c59-4fda-bc63-c016ab99a677	Where can I find a short script in Hindi for an audition clip?	Where can I download/view the dialogue script of an Hindi movie?	0.0
313969 9a32d402-5189-4535-86df-07c479d305d4	How do you know if it is time for divorce?	When is it time for a divorce?	1.0
401943 95a63c22-0113-41eb-8105-d1561283027f	If Christians had a choice to save Jesus from getting crucified would they?	When Jesus arose from the dead why didn't the Roman Authorities just re-crucify him?	0.0
339779 3361824a-8c66-4ed3-91ef-454016c00dd7	What's the difference between ''give it up for you'' and ''give it up because of you''?	"What's the difference between ""give up"" and ""give up on""?"	0.0
168942 c5b77d2e-067d-4f84-93da-236eda0aaa82	"Who said, ""Keep your friends close and your enemies closer?"""	Why is it easy to forgive your enemies, but hard to forgive your best friends?	0.0
167640 00ede19a-7816-4eff-9a88-2503d3fed335	Are there any female red coders in the world?	Where can I watch one of the world's top coders code?	0.0
377110 9c334ae4-1477-4ee8-a32e-4bcef1bb8910	Do I need to play Mass Effect 1 to understand Mass Effect 2?	Can I be gay in the whole Mass Effect series?	0.0
246216 12b30f84-dd8e-4b43-92bd-57122af0d916	Queen (band): Is Bohemian Rhapsody the greatest song ever?	Queen (band): How many years did Freddie Mercury take to create Bohemian Rhapsody?	0.0
317122 293245e9-4b30-4555-b8a6-807212a4f00d	What are the Daintree Rainforest threats?	What is the biggest threat to the Daintree Rainforest and what is being done to stop it?	0.0
175137 18347b51-2cfe-4a97-a0b6-2115fcc0f4b6	What is the best medicine for dandruff?	What is the best medicine to remove dandruff?	1.0
144905 db48fe29-289f-477e-aec4-b1e372ea5278	How do astronauts in ISS vote for Presidential elections?	How do astronauts vote in the US election while in Space?	1.0
144526 8d772fc8-4bc6-45a2-b36f-bcbc8c631980	How does Cotton Hill die?	Why did Cotton Hill die?	1.0
373621 b4b0d66e-6327-4ec8-84b7-1b1109fcd2ee	Why do people ask question anonymously on Quora?	Why do people ask questions on Quora?	0.0
42731 94f8dd50-de52-4b0a-8518-915d57fda37e	What are the consequences of taking a high dose of pseudoephedrine?	What are the consequences of taking a high dose of diazepam?	0.0
353057 10eb42f6-3272-4406-8ff9-6574a6731b4a	Why does my vagina get so wet during sex?	Why does my vagina hurt so bad after sex?	0.0
390426 464e7e80-feb0-46e7-a850-ce0353a71355	Today pm speech is effective or not?	What could we conclude from PM Modi's Speech on 13th November?	1.0
363734 26a96ba9-3f7f-4466-a73b-139ab03acc5e	How do you spend your time after work as a graduate?	How do you spend your time working as an engineer?	0.0
289696 9f8f4c32-6284-4c41-b7be-797ae5936a13	What's the best decision you've ever made?	What's the best decision you ever made?	1.0
375911 a3deb76c-a51a-4c09-a451-835c093e3d40	How do I know my partner is cheating on me?	How will you know if your partner was or still cheating on you?	1.0
170689 24a463c6-ab02-4feb-a326-e9876f9c098d	Could Dumbledore defeat Gandalf?	Who would win in a fight: Dumbledore or Gandalf?	1.0
382221 88d924fb-4763-4c7f-8821-d83d1670b297	How can I use Jio 4G voice app on iPhone 6s?	How can you use voice call on iPhone 5s in Jio sim?	0.0
385295 e8d9cfc5-2a7a-4476-8c12-fd25ef7224ef	Is Martin Shkreli autistic?	Was Kant autistic?	0.0
329194 ee5120fc-5c25-43ec-b88d-df2792abce18	Why do some people answer the questions in Quora by copy paste from Google answers?	I try to answer the questions with my own knowledge. Why do people just quote google?	1.0
235035 9a13776e-9a37-41cc-ae47-b13a4c7e401d	How do we avoid sleeping while studying?	How does one avoid sleep?	0.0
47713 d55bd284-4598-4405-a582-5a16f76e9b98	What is conservativespirit.com?	What is eatalo.com?	0.0
284902 4704f2fb-e634-4ad6-b221-e13cd5c886e2	Can a man's height increase after 20?	How can I increase in height after 20 years?	1.0
43327 6a3f03f6-09ce-4528-855e-6fc51a440ea7	How do I study properly?	How can I study more hard?	1.0
200715 70f7f8a7-407a-4a0a-b2c4-72dcf826ef15	When I create gif how can use in whatspp?	How do I fix error 0x0000605 while windows 10 installation?	0.0
174317 9faee855-36cb-4e4c-85f3-a9c8514af634	Is marrying a boy 6 months younger than me correct?	Is anything problem with a girl to marry a boy who is younger than her by 8 months?	1.0
344204 8765f12c-79e8-440f-81dd-0bf7bea09a29	What should be the strategy for JEE mains in last 3 months?	What should be the last 3 month strategy for JEE main?	1.0
287573 3ba9cf7b-a4f0-47cc-9940-c76802f561ac	What is another word for showing?	What is another word for technology?	0.0
387991 009b1198-5684-452a-b197-d29e9954b40f	What are the most important vitamins a 34 year old healthy male should take?	What vitamins or supplements should a healthy 35 year old man be taking daily?	1.0
89977 5c50cbba-fc8d-497d-bdbe-a6898c6fdd1e	"What is the best way to earn ""pocket money"" for a college student online?"	Career Advice: Being an Indian college student, how can you earn a decent pocket money?	0.0
256985 899f0509-6422-4be6-875b-8897c8cadb15	What are the healthiest foods?	What are some of the healthiest foods to eat?	1.0
265338 9ea18961-e6b1-45ab-b0ee-69fe103d3f6e	How do I pass a meth drug test?	What will clean your ph from methamphetamine for a drug test?	1.0
267670 71a872f8-d0d4-4d60-9d35-2884c5845d43	Why did rental housing startups like RadPad, Movebubble and HutHunt start with a mobile app rather than a website/web app? Doesn't this limit reach?	Why are Open Graph story links not useragent sensitive and redirect to mobile web page, rather than the native app (or respective app store)?	0.0
27026 53750c71-3d6f-497c-9950-d76484fb01d3	Has demonetisation failed?	Has demonetisation backfired Modi?	1.0
193273 eb8f587c-82ca-4632-af83-4c359d47aa73	What is a bulk SMS gateway?	What is bulk SMS gateway?	1.0
374921 a36a9777-144c-4a72-9adf-36ae1be57d41	What is the corporate culture like at Annaly Capital? How is the culture different than other companies?	What is the corporate culture like at On Deck Capital? How is the culture different than other companies?	0.0
338501 0c068db3-8c52-4d53-8c16-404e33794d63	What would have been the cost and time taken for developing a game like Batman: Arkham Knight?	Why did the video game Destiny cost so much to develop?  Did Activision or Bungie overpay their staff or was it because of the actual game itself?	0.0
376834 c0caa34d-3098-4ed7-80f4-4fa7591ef1a5	What is your favorite one-liner for sales?	What are some of your favorite one-liners?	0.0
40841 a2d4beaf-d531-474c-946e-f8d2d601075f	How do I reduce tummy fat in a month?	How do I reduce my tummy fat?	0.0
204437 dce1ccfa-8cd0-4a50-9590-01d8b55a8648	What was the significance of the Magna Carta?	What is the Magna Carta? What was its significance?	1.0
291114 e248efd7-043c-4fcc-ac72-17f6f9c4b091	What defines mental weakness? How do we overcome it?	How do I get rid of mental blocks?	0.0
261272 d445ce59-ae72-4767-aaa3-9a48ba592a2f	What's white privilege?	Is there such thing as white privilege?	1.0
76696 193f9293-2c2e-4a76-bf73-cf26439e1c28	Why is there a dispute over territory and rights in the South China Sea?	What is South China sea conflict all about?	1.0
91287 970b71fb-6351-40e0-a631-2fe9e69b85d4	Which sites/magazines are worth to be read by software Enginner in the filed of Interactive TV Applications?	I have light vehicle driving license and badge number is this public service badge number?	0.0
366186 9481d12f-736b-4c0d-a892-6d7671f9991b	Why is National identity Number ( PPN ) asked in Tech Mahindra's online application?	What is your review of Tech Mahindra?	0.0
25076 8250b3d8-68ec-44f8-9b54-f52b1ba1e43f	What is the first thing you would do if you woke up as the opposite sex?	What would be the first thing you would do if you woke up as the opposite sex?	1.0
118981 17b59139-982e-411b-a862-ebc596175947	Why do people go to theater?	Why do people go to theatre?	1.0
377487 f6456707-7752-4aa0-a9a9-327db10b8735	Is it true that Modi government has done corruption in Rafale Deal by overpricing the jets more than UPA?	Is it true that the Rafale deal is overpriced and the UPA govt. had done better negotiations than the Modi govt. as claimed in some Facebook posts?	1.0
229853 20e6c47e-c852-4125-a537-7e40244fe2c6	What should I do if someone loves me but I don't love him?	What do you do if you love someone?	0.0
295713 d27036d5-2253-4f3d-9890-66e1fcef9e09	How is Baleno Sigma petrol? I can only afford this and my budget is this much only?	How is Baleno Sigma 1.2 petrol?	0.0
184671 e975d8c1-5afd-4e55-ae38-70bf7c9310e0	Has Hillary Clinton ever lied about anything?	Did Hillary Clinton lie about Benghazi?	0.0
313381 6f44d69f-2503-4aa0-a5c3-769fd5b339f7	What are the most amazing facts about Spain?	What is the most amazing fact about you?	0.0
318871 5b7e3c12-0b26-4cf8-83d0-8ff2a6ff173b	What are the blue reflectors on the street? What purpose do they serve?	What are those random blue reflectors that you see on US streets?	1.0
256707 d18947c1-978c-4685-aaa5-5fc0303ce7c6	What are some ways to solve systems of equations graphically?	How can I solve this system of equations?	0.0
213064 2013f89c-7c88-46a9-84ba-637974273dee	Who is the person you most admire?	Who is the person you admire most and why?	1.0
307749 39c03167-5bc5-4ff7-b847-9f1dfe1906ef	What are all of the prism-shaped objects?	What are some examples of home objects that have a 3D shape?	0.0
401579 b56750b5-d601-45dd-9154-042ec8a82bb9	What's the best budget camp sites in the UK?	Does JNU Delhi offers bsc bio technology?	0.0
393368 34ffe088-dde8-4b1a-801e-2429149c8b17	If you completely cover yourself in aluminum foil, can you still get sunburned?	I have made a new theory of General Relativity and SR covering its flaws. I am still 13 and given all proofs in mathematical way. What should I do?	0.0
95350 35affe9d-0048-443b-94c9-58189c61652e	Which is the best gift you could ever get?	What is the best gift that you ever got?	0.0
48612 2ce0c379-3d30-40d4-99b8-1b779744357b	What is your best internship experience?	What are some of the worst internship experiences?	0.0
262096 c42e9d18-a61d-46f8-8287-054e5521c5c0	What's the meaning of my natal Saturn Rx in 12 house shadow my ascendant; both in Sagittarius?	What are some interesting cases of income tax which changed the tax laws in India?	0.0
364339 498f0621-5bea-403c-bdba-462892628d15	What makes you sad?	What is the thing that makes you often sad?	1.0
82677 8894ba57-40fc-4b97-8132-77f24aa3ba91	Can a person do graduation two times?	Can I apply in two different country for post graduation with one IELTS exam score at a time?	0.0
60919 ca8ab43c-6c16-4340-8d9d-95a2c8874311	Which is the best site to download movies?	What is the best site to download films?	1.0
99063 6863c2e6-18b3-4341-8586-88dad7d321d0	How does the rest of the world see Pakistan?	What would happen if India and Pakistan reunited?	0.0
183273 ed85ea9f-fc77-4365-b6c6-2c0967888db8	What is the correct way to pronounce Om?	"What is the correct way to pronounce ""OM""?"	1.0
373607 3ca013c5-5619-44c4-b6f7-53c542622dce	What is marketing strategy?	What is a market strategy?	1.0
38630 4b3d92fd-c455-42e0-9a04-81ddf802370f	What happened after the Kurukshetra war?	What happened to Yuyutsu after the Kurukshetra war?	0.0
264174 dbc0073c-5e5e-42a8-8335-95ae935f1fcb	What are some of the best vegetarian restaurants in Bangalore?	What are some good Vegetarian restaurants in Bangalore?	1.0
398753 ca084b39-8018-4ee1-a3fa-67b11ce69711	What is the cheapest way to transfer money from india to Philippines?	What is the cheapest way to transfer money from Vietnam to india?	0.0
310014 bd7b654c-7cef-4ebb-b587-844ba9722383	What is the difference between conservative and non-conservative forces from the math point of view?	Is force applied by man a conservative force or non conservative force?	0.0
344935 6e34b366-2238-40f3-a986-9049579c100d	Why has the Modi Government banned the 500 and 1000 rupee notes?	Doesn't it defeat the purpose of demonetizing 500 and 1000 rupee bill if the Government of India introduces new 500 and 2000 rupee bills?	1.0
152399 ebb9b4ef-465b-47f2-a18a-40b0142229fb	How are Korean names translated to Japanese?	"Is ""Lee"" a Japanese, Korean, or Chinese name?"	0.0
149789 ae3eb84a-1549-4d9a-ab60-cf8b8e018b26	What is the main function of a relay?	What does a fan relay switch do?	0.0
46856 d6d5d2a9-a9e8-448f-9675-8f35473c662a	Why is India incompetent when it comes to international sports summits like Olympics, Asian games, etc?	Why does India perform poorly in the Olympics and other international sports events?	1.0
105640 8e1b9791-1eb4-4f12-b829-17d9ab052a9d	What was your first mobile phone/handset?	What was your first mobile phone? Its specificatons?	1.0
399167 55ebae95-9989-4a51-a09c-f60e507781a0	Who invented the Xerox machine?	Why time machine is not yet invented? Is it possible to invent it?	0.0
380301 dcb201b0-5d3d-41b5-b293-6a3e75a6b26d	How different are the Vietnamese and Khmer languages?	Is Vietnamese (language) 'sinicized' Khmer?	0.0
402574 70d52cf8-c854-4417-b15b-937c753a6062	Why are we seeing new commercial buildings or complexes being constructed while so many other existing properties are not occupied and neglected even?	After many years our government get to know that the residential construction which has been developed is illegal, why so? And on other side they are developing big building for slum resident?	0.0
186111 b515f08d-b40a-4de8-902b-b831eb9c96ad	What is it like to run away from home and have a secret marriage?	What was it like to run away from home?	0.0
72195 ae7f9b01-67dc-4172-9628-a75b0919c4a3	Why has my Instagram top search listed an account (a person) that I haven't searched before?	What are the suggested accounts under the search bar in Instagram (above the recently searched accounts)?	0.0
401875 5523d36e-9faa-4581-baa8-4984170fbdb8	Amazon internship interview question?	What are Amazon interview questions?	1.0
297948 3abdb84f-4ec4-4add-91ce-a3bc37b99720	Where can I find the sunglasses that Sandra Bullock's character wears in The Heat?	What is your review of The Heat (2013 movie)?	0.0
292895 f1a45c52-a4b4-46a8-9e14-be8f9555d211	How can I take better control of my grades?	How can I take better control over my grades?	1.0
37496 50ee15d1-015a-46e2-beb8-2fe66c911e60	Why do we say hi?	Why does people say hi?	1.0
394777 14493234-005b-4cb0-940b-1021f766bfe1	I am two years younger than my crush, is that bad?	Im two years younger than my crush, is that bad?	1.0
14884 200eec12-ec4a-4fef-8cdf-4d44d26fc270	What's your view on the infamous Jayalalitha Saree episode that took place in the Tamil Nadu assembly on March 25, 1989?	What is your review of The Infamous Jayalalitha Saree Episode Took Place In The Tamil Nadu Assembly On March 25, 1989?	1.0
196881 3a0985ad-35b4-486a-a2a7-1c42f9dc54a5	Is the term White House racially discriminating? Why was it named White House?	"Why is the White House called ""White House""?"	1.0
330341 3c4ee42b-314c-4e78-add6-84b1e5a94f01	Every Aadhaar card has a 12-digit UID number on it. If I want to verify whether someone is providing me their valid Aadhaar card number, is there any way by which I can verify if it's legit?	What is the password to open an e-Aadhaar card?	0.0
28334 81421478-4eab-45a1-a560-f4a95187719c	Can height be increased after age 21?	Is there any possibility to increase height after 21?	1.0
263169 b1b369a1-f087-429b-91a2-21bd563d39cf	Why is every Youtube star on AT&T?	Why does every Youtube star have an iPhone?	0.0
84480 5033a32d-252a-4b6e-8def-1834a1633472	How and where do ocean trenches form?	How does an oceanic trench form?	1.0
3920 49a71c47-e870-4fd0-bc4d-e8515d222e63	What are ways to lose belly fat?	What is the best exercise for belly fat?	1.0
99138 6d3088cf-b0b0-433e-8f7f-c7ce0c5eb125	Why do people launder money?	How does money laundering work?	0.0
192040 be716b62-228c-47d0-88b7-6d93cd541795	How can I play DLC on PS4 disc based games?	What does DLC for PS4 mean? What does region locked DLC mean?	0.0
147519 3d9ea18e-13aa-41d3-9d88-ec45453d1e16	What leap years have we had since 2000?	What is a leap year?	0.0
60361 4ff2032e-9a7e-4ae8-9434-de39688b91ab	I'm stuck in a different city for a year before moving to LA. Would you recommend taking acting in college or an outside studio for now?	I'm a 2012 Engineering Pass-out, now taking a drop and preparing for CAT 13.....don't want to join any job as of now...would that matter except in case of IIM's or the top 10 colleges?	0.0
115805 ebc04233-b40c-43a7-b806-35e0841e99f5	What are the best steps (1-10) to become a excellent programmer?	What should be my next step to become better programmer?	1.0
197460 6b4fe3e2-a384-4668-9e78-f174822cd0fd	What is the best touring motorcycle?	Which is the best touring motorcycle?	1.0
257455 f77b76bf-3d62-4207-9914-d251a1e9bdfe	How can I extract audio from YouTube videos?	How can I download only the audio from this 3 hour YouTube video?	0.0
254228 b5f14eb0-830e-425b-aa58-fde9a512bbe2	Is OK to give money to beggars?	Is it right to give money to beggar?	1.0
390242 39b65d1b-0b3c-4b74-ad8f-708e697b7830	What if there was a nuclear war?	What could happen in a nuclear war?	1.0
35815 d3ba17c1-3282-415b-9844-7af0078fa957	What should I do if my dog is breathing irregularly?	Why is my dog breathing irregularly?	1.0
334007 5413b59e-5d25-467d-acd6-3afc56b7dd58	Why should I consider Stata as a better statistical package than SPSS?	Is Stata declining?	0.0
3211 20a4d282-b218-4e67-af50-12b2c1d5afc8	How do delete Quora quesitons?	How do you delete a question on Quora?	1.0
107397 ed340ece-5aae-4054-a733-aea106bb79b7	What is the best way for a fresher to pass the Infosys training?	What is best book to crack ibps po?	0.0
54617 aa1002c5-d970-4d23-b6ba-1b96c842a833	Can you think of an example of an intellectual hobby?	What is your unusual hobby?	0.0
303702 73f8d5eb-cb7b-401a-bc4b-a8f5ac03d4e1	What is simply the most important in life?	What is most important in your life?	0.0
94377 6a5ea076-a3f5-42c5-8a80-2be726c5abab	What exactly is journalism?	What's in your journal?	0.0
305940 a0ea4690-d4a4-41bd-b030-4f3332bff5ec	Who was Nelson Mandela? What were some of his greatest accomplishments?	What were Nelson Mandela's greatest accomplishments?	1.0
292293 b8f30b18-3ace-4879-b655-22a568eb1067	Who are the most beautiful porn stars?	Who is the world's most beautiful porn star?	1.0
110030 2b3f04fe-e643-4f95-84d5-933e072e33c3	Is Narendra Modi really overhyped? Why?	Is Modi overhyped?	1.0
232744 a9e8a5d0-cc1c-4cbc-b73f-e40609adf5d0	Which people in the main stream media are toadies for Hillary Clinton?	Are there there any toadies for Hillary Clinton on CNN?	1.0
5516 a428efc8-6ad1-45d3-b335-a3ff62e90815	Is it illegal to not report a crime?	Is it legal to not report a crime?	1.0
316491 2a187498-da67-4178-9d66-303e4cfb8665	In what manner do owls sleep?	Why am I hearing owls at night?	0.0
39513 63422abb-729b-48cc-9216-f2e6ea1f8306	How can I start a cooperative bank in India?	How can one start a cooperative bank in India?	1.0
48538 5cc1afd0-62ca-4788-9fdf-5be3738489d3	Why Democracy index 2012 assigned India to flawed Democracy category?	Is India the worst democracy in the world?	0.0
96372 6cba26ea-83a4-42c4-8539-f3303c043c58	What happens after you quit smoking tea?	What happens after you quit smoking?	0.0
383152 9e251507-8f3c-40fa-a816-6e01c9a5ecd2	Why do I feel sticky after swimming in the ocean?	I swim for one hour daily outdoors. My skin feels dry and also dark after swimming. What should I do before and after swimming?	0.0
221902 947de777-d550-4294-b233-12ea95b30e9a	What are the differences and similarities between Manchu and Mongol people?	What is the differences & similarities between Hitler and Genghis Khan?	0.0
154853 4d658168-a452-4341-90c7-873148700b93	What is the best way to talk English fluently?	What are the best ways to speak English fluently?	1.0
156119 c1d5aa97-2070-458a-b86e-2e9ad4d4b30a	Would renting a house/apartment/condo my whole life be a bad investment compared to buying a house (debt/mortgage)?	Why is buying a house considered a good investment?	0.0
326930 b5cc6b0c-f50c-4d61-a35e-e4903bfcbf9b	How can you learn and speak English?	How can I learn to speak English?	0.0
99335 ccce0654-3997-4f6b-b7df-ad69f551b13c	If a guy texted me the second the date ended saying he had fun, why is he on day 2 of radio silence and hasn't contacted me again?	If we had a good 1st date and he tried to kiss me and texted me right after to say he had fun, why is he not contacting me at all for 2 days now?	1.0
190251 000eb640-5915-471b-adb5-a17577c15770	How do I clear Facebook's app cache in an iPhone?	Is it ok to clear data and caches from most applications?	0.0
285987 14567a5d-d98f-4852-bd4e-956158364541	If I married my mother am I my own stepfather?	I am newly married. How do I accept my parents-in-law as one of my own. I am still awkward and uncomfortable around them?	0.0
113536 40f66ff9-fb7e-4d16-bc2d-51a53c2438f2	Why didn't EU revive latin language as the lingua franca?	How do I export master data from Profit Books and import it to TallyHow do I?	0.0
386088 bdb8d62f-794d-42a4-ab8d-03c47cecc84e	The Neverending Story: Who or what as the power behind The Nothing?	Where did the idea of the Neverending Story's dragon come from?	0.0
246113 f59f619d-9cfc-415c-894f-db9303e1c0f2	Is India a third world country?	When will Sweden become a third world country?	0.0
163128 15826f92-c6a6-47e5-a173-c7d57d77e0a5	How will gst reduce the revenue for manufacturing states?	Will states with good manufacturing economy lose when GST is operational?	0.0
286529 52ce8b52-ffb4-4c4d-a880-017ad3485544	What is a research report in research methodology?	How do I write a good methodology for a university marketing research report?	0.0
204041 0544e602-8314-4279-b915-988241f8698e	Which are the top five mobile application development companies in Dubai?	Which are the top five mobile payment development companies in Dubai?	1.0
374691 78dd92d6-d4d3-4adf-99d4-b0d6f72ac33c	What is the best way of improving spoken English?	What is the best path I should take to improve my English?	1.0
135807 3f4a83f8-0c89-486e-af7c-a2fe4e47e618	Why is Russia's GDP per capita so much higher than China's GDP per capita?	Why are the salaries of Chinese factory workers higher than Mexico and Malaysia, while China's GDP per capita is lower than Mexico and Malaysia?	0.0
138900 cd547a41-9d13-4bb7-b3c4-bfbce65ba998	What is a noun that every verb can be done to?	What is a noun?	0.0
291406 8e1aa142-ff9f-4626-981f-655c32d7b7c8	How do I treat a dog with hiccups and vomitings?	How do I treat a dog with hiccups and vomiting?	1.0
259108 e832cdf0-a005-4c70-b4ba-7269670d184d	Is it safe to give a dog Benadryl to help it sleep?	How much Benadryl can I give my dog for allergies? What are the side effects?	1.0
182522 6ce2814e-5965-4d96-9057-53c3276db87d	How can I get out of my comfort zone and be myself at the same time?	How can I make myself to get out of my super comfort zone?	1.0
253322 528f1188-9c09-43ea-b42c-950d9b7e4924	"What do venture capitalists think of social media start ups? Are they ""a dime, a dozen""?"	London vs Dublin, which is the best city to run an start-up on social media and start to raise money?	0.0
197076 6d6bf519-1c8b-4dd0-8507-6d2de16a8110	If Donald Trump wins, how would it affect India?	How will Trump's victory affect India?	1.0
131508 a7b8f45a-227e-4393-b455-cd41c4992a27	What are the best was to lose weight?	How should one change their diet to lose weight?	1.0
11988 b29ad0d8-4f30-475d-959a-55783e96684c	How did Babylonians measure years?	How did the Babylonians develop their measurements?	0.0
363579 db14b0fb-51a4-458e-aa30-fa59652002bb	If a question doesn't need improvement, why does Quora mess with your questions?	All my questions on Quora need improvement. What is the best way to ask a question on Quora?	1.0
179 3a163e57-3461-4fd2-86c8-84d6c1f99a3a	Do animals kiss?	Do animals (besides humans) kiss?	1.0
200139 45679cd6-aad7-454f-a7a1-72d2e1d06124	What are the best websites for hindi dubbed holywood movies?	What are some top Hollywood war movies dubbed in Hindi?	0.0
348446 0050f9d4-2882-46f8-966e-b5e618c19f7c	When do I use a semi block letter?	Why is the symbol A used for the sound of the letter A and not for other letters?	0.0
305885 5347c9de-91b2-4a2e-900a-52b0324a7595	How should I practice writing essays?	How many days of the week would anyone practice and improve his or her essay writing skills?	0.0
200543 59a956b3-0c5c-4fb8-9db1-c0d7d32a6212	Can IAS women wear shirt and trousers to work?	Are IAS officiers required to wear uniform?	0.0
344311 bfc94b28-c1be-4ced-a717-4be4e78f3762	Is Red Bull energy drink made by bull sperm?	Do energy drinks (such as Red Bull) have bull sperm in it?	1.0
381068 12137210-29f5-4b9a-b57d-1f499f7152c5	What are the top 10 books one should read in his or her early 20s?	What are the books to be read in your early 20s?	1.0
168657 250a47bf-d6e0-45a7-98f4-4bc34bbb1691	If the United States has a female president, will her husband be called the first gentleman? What will Bill Clinton be called if Hillary is elected?	If Hillary Clinton wins the election, is she a president and first lady?	0.0
270407 33fe32a4-5ed7-4261-9bb9-f92d3e6505bf	What is the best way to start learning software testing (manual testing)?	How can I start learning about manual testing in a practical manner?	0.0
80265 ef9e98c5-ffa6-492a-a0b8-38e00dee54be	Daniel Ek: Are there any future plans of releasing Spotify in India?	Is Spotify not available in India?	1.0
324332 688a8bda-4ac8-45be-b2d4-d264d27296df	How do i get myself a girlfriend?	How do I get a girlfriend?	1.0
319997 9579176c-f80d-48e8-84da-18195792081a	Can anyone guide me step by step on how to build a dtg printer?	Did voter fraud give Donald Trump the election?	0.0
298280 092223a4-e630-4f75-ae4d-fc5ccdd74cb7	If I like someone's picture in Facebook and then unlike it will there be any notification in Facebook disclosing me?	I liked a friend's post on Facebook by mistake. I immediately unliked it and deactivated my account. Will they get a notification? And what if I activate my account again will they get a notification?	0.0
57710 c389d24d-221a-43f6-9df3-a313c7e12795	How does the power of invisibility work?	If you could become invisible, what would you do, and why?	0.0
163156 3a1129f2-d12f-4b3e-a925-f4c36d1a177f	What do Chinese people think of Russians and/or Russia?	What do Chinese people think about Russia? What is the image of Russia in China?	1.0
91342 bc944231-a919-4ec8-b695-7c1a1d388806	What can I do with AdWords APIs?	Does OkCupid provide API?	0.0
40487 c778cf72-5062-4b17-a8ee-f02893b02c0c	What are tonsil stones?	What is a tonsil stone?	1.0
124091 80fe6f4e-a52f-4f1a-88f4-d2878f875be6	How long does it take to get tier 2 visa after biometrics?	Me and my wife are on a Tier 2 visa in the UK. What is the fastest way to get a citizenship for our child?	0.0
83326 536b3c45-0b82-476a-a6f2-0468ad696f2c	How do I stop feeling awkward after my coworker asked me out?	Can I get traffic to my site by copying content from other websites? Will it hurt my SEO and rankings?	0.0
331790 fee2ff43-ecc3-401d-acc1-4fdd406fe1a9	Who is the most beautiful contemporary Bollywood actress?	Who is the most beautiful Bollywood actress?	0.0
77105 d82e8ec4-b1dc-4e44-8380-6ad710ab175d	What's the difference between manic depression and major depressive disorder?	What are the major differences between manic depression and just depression?	0.0
157445 7de9f4df-3718-4331-98ee-1dd7984602de	I want to get admitted to MIT as an undergrad student. I love programming a lot. I can make windows phone app. Is there any probability For admission?	I am a student of age 20. I am not good at programming. I want to do an MS. Can I get a job other than programming?	0.0
261499 3080e0e7-d3a8-4ab5-9ce3-2b02b928c22e	What is difference between phase and angle?	How does an acute angle differ from a perigon angle?	0.0
239619 7a591724-b1b5-47d9-b699-8098a7768630	How do I know if someone is not into me?	How do I know there is someone for me?	0.0
290517 24f14ac2-91ee-4bcf-974d-7e9a026dd257	How can we make Math fun?	How can I develop my interest in maths?	0.0
104139 fba93342-355c-4756-a13c-c83dcaef0a58	I am gonna buy a Laptop from Amazon worth INR 30k in next week, how can I save maximum money on it?	What are some great tricks to save money while shopping online?	0.0
194999 51f0ebed-f61d-4bcf-b054-95bde4a72497	How do I stop male hair loss?	What can we do to minimize our hair loss?	1.0
310284 46f03934-92ee-40de-94bd-ad6c6b099814	Is it only Trump and Clinton in the race? What if someone wants to vote for a third party?	What can we do to get voters who really dislike both Clinton and Trump to vote for a third party?	0.0
152889 5fdb3998-25f0-411f-a28b-d3edf477086f	What is the best habit that can do wonders for everyone?	What are some good habits to follow?	0.0
41596 07b6876e-fe69-4de8-a7b2-50730906e27f	Why I shouldn't visit your country?	Why should I visit your country?	0.0
145586 61930a1c-ba95-4c80-89f6-b4682f2683e2	What is contrast potential and kinetic energy? What purpose do they serve?	What is the difference between potential and kinetic energy?	1.0
153846 8830069d-3564-4746-b92f-fea2f833ecf2	What are the career opportunities in companies after an M.Tech in aerospace engineering with a B.Tech in mechanical engineering?	Which course after b.tech in mechanical engineering suits best?	1.0
240027 0bcf8e70-a9de-4dd2-9df1-02dcc50461cb	What are the most interesting products and innovations that Host Hotels & Resorts is coming out with in 2016?	What are the most interesting products and innovations that Strategic Hotel & Resorts is coming out with in 2016?	0.0
185124 9b6e8d63-f8bf-4562-a622-d4486007714d	Is China's one-child policy good or bad?	Was China's one child policy effective?	1.0
229887 54f3d4da-1fe0-4519-ac9f-1a82d332646d	What strikes first time visitors as special or unusual when they arrive in Xinle, Hebei, China?	What strikes first time visitors as special or unusual when they arrive in Sanhe, Hebei, China?	0.0
44420 a98e3b80-e12c-4f7f-a3ab-3e78b8a6abcc	How secure is BHIM app in digital payments?	What is your review of BHIM App? How is it going to change India?	0.0
255002 0d97cba6-9e79-448f-b2e8-48c4bffc0857	What is Jeet Kune Do all about?	What is a Jeet Kune Do punch? What is the technique for doing a Jeet Kune Do?	0.0
284701 2a1f8203-510e-4547-9780-80caf02279e3	How do I become an electronic engineer?	How do I become an engineer?	0.0
318361 95643744-d831-43ef-9166-c6a86d605ee4	Cotton production in sudan?	Cotton in sudan?	1.0
45012 3a7e2b8a-6760-4b97-a4f5-c16d13e32ddf	Why do some people think Hillary Clinton is a serial liar?	Why is Hillary Clinton a pathological liar?	1.0
3894 15ea53e9-5cec-42fa-89f3-8a24edd7ec73	What happened to David dvdasa?	What is Sagittarius B?	0.0
